1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44
CDS	ECK3177	sfsB	sfsB	nlp -!- sfs7	b3188	3332931	3333209	+	(no change)	JW3155	3334764	3335042	+		r	DNA-binding transcriptional activator of maltose metabolism		E	89359178 -!- 2670911	Cytoplasmic						Unclass											COG3423;Predicted transcriptional regulator	47413; lambda repressor-like DNA-binding domains			GO:0005737 cytoplasm	GO:0016052 carbohydrate catabolism -!- GO:0006350 transcription	GO:0016563 transcriptional activator activity
CDS	ECK3178	murA	murA	mrbA -!- murZ	b3189	3333257	3334516	-	(no change)	JW3156	3335090	3336349	-		e	UDP-N-acetylglucosamine 1-carboxyvinyltransferase		E	"4563986 -!- 88273095 -!- 92380955 -!- 10103182 -!- 1512209 -!- 8994972 -!- 9485407 -!- Marquardt J, Brown E, Walsh C,et al;J Am Chem Soc;1993;115:10398-10399"	Cytoplasmic		2.5.1.7														1UAE	COG0766;UDP-N-acetylglucosamine enolpyruvyl transferase	55205; EPT/RTPC-like	PF00275;EPSP synthase (3-phosphoshikimate 1-car;2.9e-188;codon 8-406	TIGR01072;murA: UDP-N-acetylglucosamine 1-carboxyvinyl;2.1e-280;codon 1-415	GO:0009274 cell wall (sensu Bacteria)	GO:0009252 peptidoglycan biosynthesis	
CDS	ECK3179	yrbA	yrbA		b3190	3334571	3334825	-	start codon change	JW3157	3336404	3336658	-		pr	predicted DNA-binding transcriptional regulator		C		Cytoplasmic																1NY8	"COG5007;Predicted transcriptional regulator, BolA superfamily"		PF01722;BolA-like protein;2.5e-39;codon 6-80			"GO:0006355 regulation of transcription, DNA-dependent"	
CDS	ECK3180	yrbB	yrbB		b3191	3334985	3335278	-	start codon change	JW5535	3336818	3337111	-		d	predicted protein	predicted nucleotide-binding	C		Cytoplasmic																		52091; Anti-sigma factor antagonist SpoIIaa	PF01740;STAS domain;0.04;codon 36-127				
CDS	ECK3181	yrbC	yrbC		b3192	3335278	3335913	-	(no change)	JW3159	3337111	3337746	-		pt	predicted ABC-type organic solvent transporter		C		Periplasmic								1-22									"COG2854;ABC-type transport system involved in resistance to organic solvents, auxiliary component"		"PF05494;Toluene tolerance, Ttg2;2.7e-98;codon 19-201"		GO:0005737 cytoplasm		
CDS	ECK3182	yrbD	yrbD		b3193	3335932	3336483	-	(no change)	JW3160	3337765	3338316	-		pt	predicted ABC-type organic solvent transporter		C		Membrane Anchored								1-20									"COG1463;ABC-type transport system involved in resistance to organic solvents, periplasmic component"		PF02470;mce related protein;2.7e-58;codon 10-157				
CDS	ECK3183	yrbE	yrbE		b3194	3336488	3337270	-	(no change)	JW3161	3338321	3339103	-		pt	predicted toluene transporter subunit: membrane component of ABC superfamily		C		Integral Membrane Protein				heteromultimer; YrbF/YrbE ABC transporter (b3195-b3194)						5	5	out					"COG0767;ABC-type transport system involved in resistance to organic solvents, permease component"		PF02405;Domain of unknown function DUF140;1.1e-129;codon 13-258	TIGR00056;TIGR00056: conserved hypothetical protein;7.3e-162;codon 1-260			
CDS	ECK3184	yrbF	yrbF		b3195	3337278	3338087	-	(no change)	JW3162	3339111	3339920	-		pt	predicted toluene transporter subunit: ATP-binding component of ABC superfamily		C		Cytoplasmic				heteromultimer; YrbF/YrbE ABC transporter (b3195-b3194)													"COG1127;ABC-type transport system involved in resistance to organic solvents, ATPase component"	52540; P-loop containing nucleotide triphosphate hydrolases	PF00005;ABC transporter;1.5e-53;codon 34-221		GO:0005737 cytoplasm		
CDS	ECK3185	yrbG	yrbG		b3196	3338297	3339274	+	(no change)	JW3163	3340130	3341107	+		pt	predicted calcium/sodium:proton antiporter		C		Integral Membrane Protein					2.A.19; The Ca2+:Cation Antiporter (CaCA) Family					10	9	out		regulated by attenuation (yrbG-yrbH-yrbI-yrbK-yhbN-yhbG)			COG0530;Ca2+/Na+ antiporter		PF01699;Sodium/calcium exchanger protein;6.9e-44;codon 13-143 -!- PF01699;Sodium/calcium exchanger protein;8.2e-38;codon 184-316	TIGR00367;TIGR00367: K+-dependent Na+/Ca+ exchanger r;1.7e-169;codon 1-312	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane		GO:0005432 calcium:sodium antiporter activity
CDS	ECK3186	kdsD	kdsD	yrbH	b3197	3339288	3340274	+	(no change)	JW3164	3341121	3342107	+		e	D-arabinose 5-phosphate isomerase		E	12805358	Cytoplasmic		5.3.1.13		monomeric multimer; arabinose-5-phosphate isomerase (b3197)													COG0794;Predicted sugar phosphate isomerase involved in capsule formation -!- COG0517;FOG: CBS domain	53697; SIS domain	PF01380;SIS domain;1.7e-38;codon 43-178 -!- PF00571;CBS domain;6.1e-07;codon 210-263 -!- PF00571;CBS domain;3.3e-10;codon 275-327	TIGR00393;kpsF: KpsF/GutQ family protein;7.6e-209;codon 50-318	GO:0030113 capsule (sensu Bacteria)		
CDS	ECK3187	kdsC	kdsC	yrbI -!- yrbJ	b3198	3340295	3340861	+	(no change)	JW3165	3342128	3342694	+		e	3-deoxy-D-manno-octulosonate 8-phosphate phosphatase		E	12639950	Periplasmic		3.1.3.45		monomeric multimer; 3-deoxy-D-manno-octulosonate 8-phosphate phosphatase (b3198)													COG1778;Low specificity phosphatase (HAD superfamily)	56784; HAD-like		"TIGR01670;YrbI-phosphatas: 3-deoxy-D-manno-octu;2.3e-116;codon 26-179 -!- TIGR01662;HAD-SF-IIIA: hydrolase, HAD-superfami;1.4e-13;codon 27-145"			
CDS	ECK3188	yrbK	yrbK		b3199	3340858	3341433	+	(no change)	JW3166	3342691	3343266	+		o	conserved protein		C		Membrane Anchored																	COG3117;Uncharacterized protein conserved in bacteria		PF06835;Protein of unknown function (DUF1239);5.2e-82;codon 13-183				
CDS	ECK3189	yhbN	yhbN		b3200	3341402	3341959	+	(no change)	JW3167	3343235	3343792	+		pt	predicted transporter subunit: periplasmic-binding component of ABC superfamily		C	7876255 -!- 9298646	Periplasmic				heteromultimer; YhbG/YhbN ABC transporter (b3200-b3201)				1-20	185								COG1934;Uncharacterized protein conserved in bacteria		PF03968;OstA-like protein;7.3e-78;codon 20-169			
CDS	ECK3190	yhbG	yhbG		b3201	3341966	3342691	+	(no change)	JW3168	3343799	3344524	+		pt	predicted transporter subunit: ATP-binding component of ABC superfamily		C	7876255 -!- 8444818 -!- 9298646	Cytoplasmic				heteromultimer; YhbG/YhbN ABC transporter (b3200-b3201)													"COG1137;ABC-type (unclassified) transport system, ATPase component"	52540; P-loop containing nucleotide triphosphate hydrolases	PF00005;ABC transporter;1.3e-61;codon 29-213		GO:0005737 cytoplasm	
CDS	ECK3191	rpoN	rpoN	glnF -!- ntrA	b3202	3342739	3344172	+	(no change)	JW3169	3344572	3346005	+		f	"RNA polymerase, sigma 54 (sigma N) factor"	needed for expression of various regulons	E	87308015 -!- 94297724 -!- 2203540 -!- 7876255 -!- 8025669 -!- 8444818	Cytoplasmic				heteromultimer; RNA polymerase sigma54 (b3987-b3988-b3295-b3202)													"COG1508;DNA-directed RNA polymerase specialized sigma subunit, sigma54 homolog"		"PF00309;Sigma-54 factor, Activator interacting do;6e-20;codon 3-51 -!- PF04963;Sigma-54 factor, core binding domain;9.6e-121;codon 106-304 -!- PF04552;Sigma-54, DNA binding domain;9.8e-108;codon 316-475"			GO:0006807 nitrogen metabolism -!- GO:0006350 transcription
CDS	ECK3192	yhbH	yhbH	rp5M	b3203	3344195	3344482	+	(no change)	JW3170	3346028	3346315	+		pf	"predicted ribosome-associated, sigma 54 modulation protein"		C	21110705 -!- 10493123 -!- 7876255 -!- 8025669 -!- 8444818	Cytoplasmic																	COG1544;Ribosome-associated protein Y (PSrp-1)	"69754; Ribosome binding protein Y (HI0257, YfiA homologue)"	PF02482;Sigma 54 modulation protein / S30EA r;1.2e-53;codon 2-95	TIGR00741;yfiA: ribosomal subunit interface protein;5.3e-33;codon 1-95		GO:0006350 transcription
CDS	ECK3193	ptsN	ptsN	rpoP -!- yhbI	b3204	3344600	3345091	+	(no change)	JW3171	3346433	3346924	+		t	sugar-specific enzyme IIA component of PTS		E	88212176 -!- 90136533 -!- 90274974 -!- 95020584 -!- 95181483 -!- 7876255 -!- 8025669 -!- 8444818 -!- 9636714	Cytoplasmic		2.7.1.69														1A6J	COG1762;Phosphotransferase system mannitol/fructose-specific IIA domain (Ntr-type)	55804; Phoshotransferase/anion transport protein	PF00359;Phosphoenolpyruvate-dependent sugar phosph;4.5e-68;codon 12-156	TIGR01419;nitro_reg_IIA: PTS IIA-like nitrogen-re;4.2e-98;codon 9-155		
CDS	ECK3194	yhbJ	yhbJ		b3205	3345137	3345991	+	(no change)	JW3172	3346970	3347824	+		d	predicted protein with nucleoside triphosphate hydrolase domain		C		Cytoplasmic																	COG1660;Predicted P-loop-containing kinase	52540; P-loop containing nucleotide triphosphate hydrolases	PF03668;P-loop ATPase protein family;8e-218;codon 1-282			
CDS	ECK3195	npr	npr	ptsO -!- rpoR -!- yhbK	b3206	3345988	3346260	+	(no change)	JW3173	3347821	3348093	+		t	phosphohistidinoprotein-hexose phosphotransferase component of N-regulated PTS system (Npr)		E	10473571 -!- 95181483 -!- 7876255 -!- 8025669	Cytoplasmic																	"COG1925;Phosphotransferase system, HPr-related proteins"	55594; HPr-like	PF00381;PTS HPr component phosphorylation site;4.5e-42;codon 2-86	TIGR01003;PTS_HPr_family: phosphocarrier protein;4.7e-21;codon 2-84	GO:0005737 cytoplasm	GO:0006464 protein modification
CDS	ECK3196	yrbL	yrbL		b3207	3346474	3347106	+	(no change)	JW3174	3348307	3348939	+		d	predicted protein		C	89083480	Cytoplasmic																		56112; Protein kinase-like (PK-like)				
CDS	ECK3197	mtgA	mtgA	yrbM -!- mgt	b3208	3347103	3347831	-	(no change)	JW3175	3348936	3349664	-		e	biosynthetic peptidoglycan transglycosylase		E	8830253	Membrane Anchored		2.4.2.-															COG0744;Membrane carboxypeptidase (penicillin-binding protein)		PF00912;Transglycosylase;7.7e-77;codon 45-212	TIGR02070;mono_pep_trsgly: monofunctional biosy;2.4e-115;codon 10-233	GO:0009274 cell wall (sensu Bacteria)	GO:0009252 peptidoglycan biosynthesis
CDS	ECK3198	elbB	elbB	elb2 -!- yhbL -!- yzzB	b3209	3347828	3348481	-	start codon change	JW3176	3349661	3350314	-		pe	isoprenoid biosynthesis protein with amidotransferase-like domain		E	92246944 -!- 98269038 -!- 1575737 -!- 9603997	Cytoplasmic																	COG3155;Uncharacterized protein involved in an early stage of isoprenoid biosynthesis	52317; Class I glutamine amidotransferase-like	PF01965;DJ-1/PfpI family;1.2e-26;codon 48-206			
misc_RNA	ECK3199	ryhA	ryhA	sraH -!- psrA16	b4450	3348599	3348706	+	(no change)	JWR0254	3350432	3350539	+		n	small RNA	interacts with Hfq	E	11445539 -!- 21341747																							
CDS	ECK3200	arcB	arcB		b3210	3348711	3351047	-	(no change)	JW5536	3350544	3352880	-		r	hybrid sensory histidine kinase in two-component regulatory system with ArcA	"regulator of respiration and fermentation, senses oxidized quinones"	E	15028693 -!- 21167794 -!- 21317451 -!- 90355832 -!- 92283752 -!- 94043221 -!- 9632255 -!- 10531481 -!- 10851007 -!- 2201868 -!- 9054511 -!- 9286997 -!- 9761838 -!- 9830034	Integral Membrane Protein				monomeric multimer; ArcB (b3210)						2	2				fused hybrid sensory histidine kinase: sensory histidine kinase (aa1-502) -!- response regulator (aa519-778)		COG0642;Signal transduction histidine kinase -!- COG0784;FOG: CheY-like receiver	47384; Homodimeric domain of signal transducing histidine kinase -!- 55785; PYP-like sensor domain -!- 55874; ATPase domain of HSP90 chaperone/DNA topoisomerase II/histidine kinase -!- 47226; HPT domain -!- 52172; CheY-like	"PF00989;PAS;2.4e-12;155-217 -!- PF00512;His Kinase A (phosphoacceptor);4.1e-21;282-347 -!- PF02518;His kinase-, DNA gyrase B-, and HSP90-like ATPase;1.8e-42;394-506 -!- PF00072;Response regulator receiver;2.6e-33;526-647 -!- PF01627;Hpt;1.9e-13;684-771"	TIGR00229;sensory_box: PAS domain S-box;4e-16;codon 151-276	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane	GO:0009060 aerobic respiration -!- GO:0006464 protein modification
CDS	ECK3201	yhcC	yhcC		b3211	3351143	3352072	-	(no change)	JW3178	3352976	3353905	-		pe	predicted Fe-S oxidoreductase		C		Cytoplasmic																	COG1242;Predicted Fe-S oxidoreductase		PF04055;Radical SAM superfamily;4.4e-14;codon 27-203	"TIGR01212;TIGR01212: radical SAM protein, TIGR01212 f;1.2e-216;codon 6-302"		
CDS	ECK3202	gltB	gltB	aspB -!- ossB -!- psiQ	b3212	3352654	3357207	+	(no change)	JW3179	3354487	3359040	+		e	"glutamate synthase, large subunit"		E	76167442 -!- 77187834 -!- 94321339 -!- 1673677 -!- 2643092 -!- 3326786			1.4.1.13		heteromultimer; glutamate synthase (b3212-b3213) -!- heteromultimer; glutamate synthase (NADPH) (b3212-b3213)													COG0067;Glutamate synthase domain 1 -!- COG0069;Glutamate synthase domain 2 -!- COG0070;Glutamate synthase domain 3	"51395; FMN-linked oxidoreductases -!- 56235; N-terminal nucleophile aminohydrolases (Ntn hydrolases) -!- 69336; Alpha subunit of glutamate synthase, C-terminal domain"	PF00310;Glutamine amidotransferases class-II;9e-221;aa 43-406 -!- PF04898;Glutamate synthase central domain;8.1e-177;aa 485-769 -!- PF01645;Conserved region in glutamate synthase;3.1e-246;aa 824-1188 -!- PF01493;GXGXG motif;2e-106;aa 1264-1461			GO:0006537 glutamate biosynthesis -!- GO:0006807 nitrogen metabolism
CDS	ECK3203	gltD	gltD	aspB -!- ossB -!- psiQ	b3213	3357220	3358638	+	(no change)	JW3180	3359053	3360471	+		c	"glutamate synthase, 4Fe-4S protein, small subunit"		E	77187834 -!- 88115186 -!- 94321339 -!- 2643092 -!- 3326786 -!- 9298646 -!- 9600841	Cytoplasmic		1.4.1.13		heteromultimer; glutamate synthase (b3212-b3213) -!- heteromultimer; glutamate synthase (NADPH) (b3212-b3213)													COG0493;NADPH-dependent glutamate synthase beta chain and related oxidoreductases	46548; alpha-helical ferredoxin	PF00070;Pyridine nucleotide-disulphide oxidoreducta;3e-37;codon 148-450	"TIGR01318;gltD_gamma_fam: glutamate synthase, sm;0;codon 6-472"		GO:0006537 glutamate biosynthesis -!- GO:0006807 nitrogen metabolism
CDS	ECK3204	gltF	gltF	ossB	b3214	3359198	3359962	+	(no change)	JW3181	3361031	3361795	+		r	periplasmic protein		E	93078627 -!- 99412234 -!- 1447980 -!- 10481090	Periplasmic								1-22	254										PF06551;Protein of unknown function (DUF1120);1.5e-159;codon 3-254		GO:0042597 periplasmic space	"GO:0006537 glutamate biosynthesis -!- GO:0006807 nitrogen metabolism -!- GO:0006355 regulation of transcription, DNA-dependent"
CDS	ECK3205	yhcA	yhcA		b3215	3360134	3360808	+	(no change)	JW3182	3361967	3362641	+		pf	predicted periplasmic chaperone protein		C		Periplasmic																	"COG3121;P pilus assembly protein, chaperone PapD"	49354; PapD-like -!- 49584; Periplasmic chaperone C-domain	PF00345;Gram-negative pili assembly chaperone;1.3e-40;codon 21-136 -!- PF02753;Gram-negative pili assembly chaperone;1.8e-22;codon 139-220			GO:0006457 protein folding	
CDS	ECK3206	yhcD	yhcD		b3216	3360829	3363210	+	(no change)	JW3183	3362662	3365043	+		pm	predicted outer membrane protein		C		Periplasmic								1-21									"COG3188;P pilus assembly protein, porin PapC"		PF00577;Fimbrial Usher protein;2.7e-250;codon 29-776		GO:0009274 cell wall (sensu Bacteria) -!- GO:0009279 external outer membrane (sensu Gram-negative Bacteria)		
	ECK3207	yhcE	yhcE		b4569	3363207	3364951	+	"pseudogene; interrupted by IS5 -!- join(3363207..3363577,3364777..3364951)"	JW3184+JW3187	3365040	3366784	+	ancestral gene	su	predicted protein (pseudogene)		C																									
CDS	ECK3207	yhcE	yhcE_2		b4549	3364703	3364951	+	pseudogene fragment -!- new	JW3187	3366536	3366784	+	"pseudogene, upstream overlap with IS"	su	"predicted protein, C-ter fragment (pseudogene)"		C																									
CDS	ECK3207	yhcE	yhcE_1		b3217	3363207	3363686	+	pseudogene fragment -!- (no change)	JW3184	3365040	3365519	+	pseudogene	su	"predicted protein, N-ter fragment (pseudogene)"		C		Periplasmic																							
CDS	ECK3208	yhcF	yhcF		b3219	3364948	3365664	+	(no change)	JW3188	3366781	3367497	+		pr	predicted transcriptional regulator		C		Periplasmic								1-20											PF06551;Protein of unknown function (DUF1120);1.6e-144;codon 3-238			"GO:0006350 transcription -!- GO:0006355 regulation of transcription, DNA-dependent"	
CDS	ECK3209	yhcG	yhcG		b3220	3365849	3366976	+	(no change)	JW3189	3367682	3368809	+		o	conserved protein		C		Cytoplasmic																	COG4804;Uncharacterized conserved protein		PF06250;Protein of unknown function (DUF1016);6.2e-214;codon 15-364				
CDS	ECK3210	yhcH	yhcH		b3221	3367036	3367500	-	(no change)	JW3190	3368869	3369333	-		o	conserved protein		C		Cytoplasmic																	"COG2731;Beta-galactosidase, beta subunit"		PF04074;Domain of unknown function (DUF386);7.5e-82;codon 1-151	TIGR00022;TIGR00022: conserved hypothetical protein;2.5e-102;codon 1-153			
CDS	ECK3211	nanK	nanK	yhcI	b3222	3367497	3368372	-	start codon change	JW5538	3369330	3370205	-		pe	predicted N-acetylmannosamine kinase		C	9864311	Cytoplasmic												out						53067; Actin-like ATPase domain	PF00480;ROK family;1.6e-86;codon 16-194		GO:0005737 cytoplasm	GO:0046349 amino sugar biosynthesis	
CDS	ECK3212	nanE	nanE	yhcJ	b3223	3368369	3369058	-	(no change)	JW3192	3370202	3370891	-		pe	predicted N-acetylmannosamine-6-P epimerase		C	9864311	Cytoplasmic																	COG3010;Putative N-acetylmannosamine-6-phosphate epimerase	51366; Ribulose-phoshate binding barrel	PF04131;Putative N-acetylmannosamine-6-phosphate epi;2.8e-142;codon 35-226		GO:0005737 cytoplasm	GO:0046349 amino sugar biosynthesis	
CDS	ECK3213	nanT	nanT		b3224	3369106	3370596	-	start codon change	JW3193	3370939	3372429	-		t	sialic acid transporter		E	96011396 -!- 9864311 -!- 7592358	Integral Membrane Protein					2.A.1; The Major Facilitator Superfamily (MFS)					14	12	in							PF00083;Sugar (and other) transporter;7.8e-11;codon 30-476 -!- PF07690;Major Facilitator Superfamily;1.1e-34;codon 35-437	TIGR00891;2A0112: sialic acid transporter;0;codon 19-452	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane	GO:0046349 amino sugar biosynthesis	
CDS	ECK3214	nanA	nanA	npl	b3225	3370705	3371598	-	(no change)	JW3194	3372538	3373431	-		e	N-acetylneuraminate lyase		E	86185463 -!- 91264813 -!- 9864311 -!- 1646603 -!- 3909108 -!- 8081752 -!- 9047371	Cytoplasmic		4.1.3.3		monomeric multimer; N-acetylneuraminate lyase (b3225)												1HL2	COG0329;Dihydrodipicolinate synthase/N-acetylneuraminate lyase	51569; Aldolase	PF00701;Dihydrodipicolinate synthetase family;1.5e-159;codon 4-293	TIGR00683;nanA: N-acetylneuraminate lyase;1.6e-246;codon 5-297		GO:0046349 amino sugar biosynthesis	"GO:0042280 cell surface antigen activity, host-interacting"
CDS	ECK3215	nanR	nanR	yhcK	b3226	3371720	3372511	-	(no change)	JW3195	3373553	3374344	-		r	DNA-binding transcriptional dual regulator		E	12897000 -!- 9864311	Cytoplasmic						GntR							nanATEK-yhcH -!- nanC					46785; Winged helix	"PF00392;Bacterial regulatory proteins, gntR family;1.8e-24;codon 32-95 -!- PF07729;FCD domain;1.7e-29;codon 123-247"			GO:0006350 transcription	GO:0016564 transcriptional repressor activity
CDS	ECK3216	dcuD	dcuD	yhcL	b3227	3372891	3374258	+	(no change)	JW3196	3374724	3376091	+		pt	predicted transporter		C	99456528	Integral Membrane Protein										14	13						COG3069;C4-dicarboxylate transporter		PF03606;C4-dicarboxylate anaerobic carrier;2e-200;codon 2-455	TIGR00771;DcuC: c4-dicarboxylate anaerobic carrier fam;8.3e-290;codon 55-444	GO:0009274 cell wall (sensu Bacteria) -!- GO:0019866 inner membrane		
CDS	ECK3217	sspB	sspB		b3228	3374301	3374798	-	(no change)	JW3197	3376134	3376631	-		f	ClpXP protease specificity-enhancing factor	directs ClpXP degradation of proteins -!- involved in stress response through the degradation of RseA	E	12445774 -!- 94293773 -!- 1721886 -!- 3029697 -!- 8022275	Cytoplasmic				monomeric multimer; stringent starvation protein B dimer (b3228)													COG2969;Stringent starvation protein B		PF04386;Stringent starvation protein B;6.9e-111;codon 6-165			GO:0042594 response to starvation	
CDS	ECK3218	sspA	sspA	pog -!- ssp	b3229	3374804	3375442	-	(no change)	JW3198	3376637	3377275	-		r	stringent starvation protein A	forms equimolar complex with RNA polymerase holoenzyme during amino acid starvation -!- activator of phage P1 late genes	E	12791143 -!- 88216263 -!- 92097948 -!- 94293773 -!- 3029697 -!- 8022275 -!- 9298646	Cytoplasmic																	COG0625;Glutathione S-transferase	"47616; Glutathione S-transferases, C-terminal domain -!- 52833; Thioredoxin-like"	"PF02798;Glutathione S-transferase, N-terminal domain;3.1e-24;codon 11-81 -!- PF00043;Glutathione S-transferase, C-terminal domain;3.4e-16;codon 89-194"		GO:0005737 cytoplasm	"GO:0006350 transcription -!- GO:0006355 regulation of transcription, DNA-dependent -!- GO:0042594 response to starvation"	
CDS	ECK3219	rpsI	rpsI		b3230	3375837	3376229	-	(no change)	JW3199	3377670	3378062	-		s	30S ribosomal subunit protein S9		E	88157691 -!- 10094780 -!- 1091515 -!- 12244297 -!- 12809609 -!- 3884974 -!- 4346030 -!- 7556101	Cytoplasmic																1P87	COG0103;Ribosomal protein S9	54211; Ribosomal protein S5 domain 2-like	PF00380;Ribosomal protein S9/S16;1.1e-73;codon 10-130		GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm	GO:0006412 protein biosynthesis	GO:0003735 structural constituent of ribosome
CDS	ECK3220	rplM	rplM		b3231	3376245	3376673	-	(no change)	JW3200	3378078	3378506	-		s	50S ribosomal subunit protein L13		E	91088242 -!- 10094780 -!- 12809609 -!- 365580 -!- 3884974 -!- 9298646	Cytoplasmic																1P86	COG0102;Ribosomal protein L13	52161; Ribosomal protein L13	PF00572;Ribosomal protein L13;1.2e-88;codon 15-142	TIGR01066;rplM_bact: ribosomal protein L13;6.5e-106;codon 3-142	GO:0009281 cytosolic ribosome (sensu Bacteria) -!- GO:0005737 cytoplasm	GO:0006412 protein biosynthesis	GO:0003735 structural constituent of ribosome
CDS	ECK3221	yhcM	yhcM		b3232	3376892	3378019	-	(no change)	JW3201	3378725	3379852	-		d	conserved protein with nucleoside triphosphate hydrolase domain		C		Cytoplasmic														regulated by attenuation (yhcM)			COG1485;Predicted ATPase	52540; P-loop containing nucleoside triphosphate hydrolases	PF03969;AFG1-like ATPase;5.1e-243;codon 4-371				
CDS	ECK3222	yhcB	yhcB		b3233	3378213	3378611	+	start codon change	JW5539	3380046	3380444	+		o	conserved protein		C		Membrane Anchored																	COG3105;Uncharacterized protein conserved in bacteria		PF06295;Protein of unknown function (DUF1043);1.6e-85;codon 7-133				
CDS	ECK3223	degQ	degQ	hhoA	b3234	3378765	3380132	+	(no change)	JW3203	3380598	3381965	+		e	"serine endoprotease, periplasmic"		E	8830688 -!- 96165272 -!- 8576051 -!- 8576052 -!- 9740056	Membrane Anchored		3.4.21.-					S1C family; DegQ		455								"COG0265;Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain"	50156; PDZ domain-like -!- 50494; Trypsin-like serine proteases	PF00089;Trypsin;1.4e-16;codon 74-255 -!- PF00595;PDZ domain (Also known as DHR or GLGF);9.9e-22;codon 257-346 -!- PF00595;PDZ domain (Also known as DHR or GLGF);1e-15;codon 365-444	TIGR02037;degP_htrA_DO: protease DO;2.3e-245;codon 40-454			
CDS	ECK3224	degS	degS	hhoB -!- htrH	b3235	3380222	3381289	+	(no change)	JW3204	3382055	3383122	+		e	"serine endoprotease, periplasmic"		E	15137941 -!- 15225661 -!- 21352996 -!- 96165272 -!- 99431977 -!- 3322223 -!- 8576051	Membrane Anchored		3.4.21.-					S1C family; DegS										"COG0265;Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain"	50156; PDZ domain-like -!- 50494; Trypsin-like serine proteases	PF00089;Trypsin;8.8e-25;codon 62-244 -!- PF00595;PDZ domain (Also known as DHR or GLGF);1.2e-13;codon 247-336	TIGR02038;protease_degS: periplasmic serine prote;1.8e-282;codon 2-353	GO:0042597 periplasmic space	GO:0006508 proteolysis and peptidolysis	GO:0008233 peptidase activity
CDS	ECK3225	mdh	mdh		b3236	3381352	3382290	-	(no change)	JW3205	3383185	3384123	-		e	"malate dehydrogenase, NAD(P)-binding"		E	88105815 -!- 9673266	Periplasmic		1.1.1.37		monomeric multimer; malate dehydrogenase (b3236)													COG0039;Malate/lactate dehydrogenases	"51735; NAD(P)-binding Rossmann-fold domains -!- 56327; Lactate & malate dehydrogenases, C-terminal domain"	"PF00056;lactate/malate dehydrogenase, NAD binding do;9.1e-70;codon 1-145 -!- PF02866;lactate/malate dehydrogenase, alpha/beta C-t;4.7e-67;codon 147-310"	TIGR01772;MDH_euk_gproteo: malate dehydrogenase;2.5e-224;codon 2-312		GO:0016052 carbohydrate catabolism -!- GO:0006099 tricarboxylic acid cycle -!- GO:0006113 fermentation -!- GO:0009061 anaerobic respiration -!- GO:0006094 gluconeogenesis -!- GO:0009436 glyoxylate catabolism	
CDS	ECK3226	argR	argR	xerA -!- Rarg	b3237	3382725	3383195	+	(no change)	JW3206	3384558	3385028	+		r	"DNA-binding transcriptional dual regulator, L-arginine-binding"	essential for site-specific recombination at the ColE1 cer locus	E	89210827 -!- 92349424 -!- 94222031 -!- 3116542 -!- 3149585 -!- 7490739 -!- 7997172 -!- 7997173 -!- 8594204 -!- 9334747	Cytoplasmic				monomeric multimer; ArgR transcriptional dual regulator (b3237)									argCBH -!- argD -!- argE -!- argF -!- argG -!- argI -!- argR -!- astCADBE -!- carAB -!- metY-yhbC-nusA-infB-rbfA-truB-rpsO-pnp				COG1438;Arginine repressor	46785; Winged helix -!- 55252; C-terminal domain of arginine repressor	"PF01316;Arginine repressor, DNA binding domai;1.6e-34;codon 5-75 -!- PF02863;Arginine repressor, C-terminal domain;1e-25;codon 81-151"	TIGR01529;argR_whole: arginine repressor;1.5e-79;codon 8-152	GO:0005737 cytoplasm	GO:0006526 arginine biosynthesis -!- GO:0006350 transcription	GO:0016564 transcriptional repressor activity
CDS	ECK3227	yhcN	yhcN		b3238	3383560	3383823	+	start codon change	JW5540	3385393	3385656	+		o	conserved protein		C		Periplasmic								1-39	87										PF07338;Protein of unknown function (DUF1471);6.7e-56;codon 18-104				
CDS	ECK3228	yhcO	yhcO		b3239	3383879	3384151	-	(no change)	JW3208	3385712	3385984	-		pr	predicted barnase inhibitor		C		Cytoplasmic														regulated by attenuation (yhcO)			"COG2732;Barstar, RNAse (barnase) inhibitor"	52038; Barstar (barnase inhibitor)					
CDS	ECK3229	aaeB	aaeB	yhcP	b3240	3384243	3386210	-	(no change)	JW3209	3386076	3388043	-		t	p-hydroxybenzoic acid efflux system component		E		Integral Membrane Protein					2.A.85; The Aromatic Acid Exporter (ArAE) Family					11	10	in					COG1289;Predicted membrane protein		PF04632;Fusaric acid resistance protein conserved re;4.7e-51;codon 344-461		GO:0009274 cell wall (sensu Bacteria)		
